Title,URL,Exam_Date,degree,examCode,etype,type,result,grad,Regulation,Is_Supplementary,Exam_Type,Year,Semester
RC/RV M.Tech. II Semester (R15)  Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=401&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,24-FEB-2024,mtech,401,r16,rcrvintgrade,gradercrv,pg,R15,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R15)  Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=402&grad=pg&etype=r16&result=gradercrv&type=rcrvintgrade,24-FEB-2024,mtech,402,r16,rcrvintgrade,gradercrv,pg,R15,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. II Semester (R13) Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=404&grad=pg&etype=rcrv&result=nograde,24-FEB-2024,mtech,404,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R13) Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=405&grad=pg&etype=rcrv&result=nograde,24-FEB-2024,mtech,405,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=596,10-FEB-2024,btech,596,,,,,R05,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=597,10-FEB-2024,btech,597,,,,,R05,Yes,Supplementary,IV,I
B.Tech III Year II Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=598,10-FEB-2024,btech,598,,,,,R05,Yes,Supplementary,III,II
B.Tech III Year I Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=599,10-FEB-2024,btech,599,,,,,R05,Yes,Supplementary,III,I
B.Tech II Year II Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=600,10-FEB-2024,btech,600,,,,,R05,Yes,Supplementary,II,II
B.Tech II Year I Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=601,10-FEB-2024,btech,601,,,,,R05,Yes,Supplementary,II,I
B.Tech I Year (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=602,10-FEB-2024,btech,602,,,,,R05,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=603,10-FEB-2024,btech,603,,,,,Unknown,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=604,10-FEB-2024,btech,604,,,,,Unknown,Yes,Supplementary,IV,I
B.Tech III Year II Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=605,10-FEB-2024,btech,605,,,,,Unknown,Yes,Supplementary,III,II
B.Tech III Year I Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=606,10-FEB-2024,btech,606,,,,,Unknown,Yes,Supplementary,III,I
B.Tech II Year II Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=607,10-FEB-2024,btech,607,,,,,Unknown,Yes,Supplementary,II,II
B.Tech II Year I Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=608,10-FEB-2024,btech,608,,,,,Unknown,Yes,Supplementary,II,I
B.Tech I Year (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=609,10-FEB-2024,btech,609,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=610,10-FEB-2024,btech,610,,,,,Unknown,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=611,10-FEB-2024,btech,611,,,,,Unknown,Yes,Supplementary,IV,I
B.Tech III Year II Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=612,10-FEB-2024,btech,612,,,,,Unknown,Yes,Supplementary,III,II
B.Tech III Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=613,10-FEB-2024,btech,613,,,,,Unknown,Yes,Supplementary,III,I
B.Tech II Year II Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=614,10-FEB-2024,btech,614,,,,,Unknown,Yes,Supplementary,II,II
B.Tech II Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=615,10-FEB-2024,btech,615,,,,,Unknown,Yes,Supplementary,II,I
B.Tech I Year (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=616,10-FEB-2024,btech,616,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1734&etype=r17&type=intgrade,10-FEB-2024,btech,1734,r17,intgrade,,,R16,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R16) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1735&etype=r17&type=intgrade,10-FEB-2024,btech,1735,r17,intgrade,,,R16,Yes,Supplementary,IV,I
B.Tech IV Year I Semester (R15) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1736,10-FEB-2024,btech,1736,,,,,R15,Yes,Supplementary,IV,I
B.Tech IV Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1737,10-FEB-2024,btech,1737,,,,,R13,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1738,10-FEB-2024,btech,1738,,,,,R13,Yes,Supplementary,IV,I
B.Tech III Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1739,10-FEB-2024,btech,1739,,,,,R13,Yes,Supplementary,III,II
B.Tech III Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1740,10-FEB-2024,btech,1740,,,,,R13,Yes,Supplementary,III,I
B.Tech II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1741,10-FEB-2024,btech,1741,,,,,R13,Yes,Supplementary,II,II
B.Tech II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1742,10-FEB-2024,btech,1742,,,,,R13,Yes,Supplementary,II,I
B.Tech I Year (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1743,10-FEB-2024,btech,1743,,,,,R13,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1744,10-FEB-2024,btech,1744,,,,,R09,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1745,10-FEB-2024,btech,1745,,,,,R09,Yes,Supplementary,IV,I
B.Tech III Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1746,10-FEB-2024,btech,1746,,,,,R09,Yes,Supplementary,III,II
B.Tech III Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1747,10-FEB-2024,btech,1747,,,,,R09,Yes,Supplementary,III,I
B.Tech II Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1748,10-FEB-2024,btech,1748,,,,,R09,Yes,Supplementary,II,II
B.Tech II Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1749,10-FEB-2024,btech,1749,,,,,R09,Yes,Supplementary,II,I
B.Tech I Year (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1750,10-FEB-2024,btech,1750,,,,,R09,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1751,10-FEB-2024,btech,1751,,,,,R07,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1752,10-FEB-2024,btech,1752,,,,,R07,Yes,Supplementary,IV,I
B.Tech III Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1753,10-FEB-2024,btech,1753,,,,,R07,Yes,Supplementary,III,II
B.Tech III Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1754,10-FEB-2024,btech,1754,,,,,R07,Yes,Supplementary,III,I
B.Tech II Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1755,10-FEB-2024,btech,1755,,,,,R07,Yes,Supplementary,II,II
B.Tech II Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1756,10-FEB-2024,btech,1756,,,,,R07,Yes,Supplementary,II,I
B.Tech I Year (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1757,10-FEB-2024,btech,1757,,,,,R07,Yes,Supplementary,Unknown,Unknown
B.Pharmacy IV Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=899,10-FEB-2024,,899,,,,,R13,Yes,Supplementary,IV,II
B.Pharmacy IV Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=900,10-FEB-2024,,900,,,,,R13,Yes,Supplementary,IV,I
B.Pharmacy III Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=901,10-FEB-2024,,901,,,,,R13,Yes,Supplementary,III,II
B.Pharmacy III Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=902,10-FEB-2024,,902,,,,,R13,Yes,Supplementary,III,I
B.Pharmacy II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=903,10-FEB-2024,,903,,,,,R13,Yes,Supplementary,II,II
B.Pharmacy II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=904,10-FEB-2024,,904,,,,,R13,Yes,Supplementary,II,I
B.Pharmacy IV Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=905,10-FEB-2024,,905,,,,,R09,Yes,Supplementary,IV,II
B.Pharmacy IV Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=906,10-FEB-2024,,906,,,,,R09,Yes,Supplementary,IV,I
B.Pharmacy III Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=907,10-FEB-2024,,907,,,,,R09,Yes,Supplementary,III,II
B.Pharmacy III Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=908,10-FEB-2024,,908,,,,,R09,Yes,Supplementary,III,I
B.Pharmacy II Year II Semester(R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=909,10-FEB-2024,,909,,,,,R09,Yes,Supplementary,II,II
B.Pharmacy II Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=910,10-FEB-2024,,910,,,,,R09,Yes,Supplementary,II,I
B.Pharmacy I Year (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=911,10-FEB-2024,,911,,,,,R09,Yes,Supplementary,Unknown,Unknown
B.Pharmacy IV Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=912,10-FEB-2024,,912,,,,,R07,Yes,Supplementary,IV,I
B.Pharmacy III Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=913,10-FEB-2024,,913,,,,,R07,Yes,Supplementary,III,II
B.Pharmacy III Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=914,10-FEB-2024,,914,,,,,R07,Yes,Supplementary,III,I
B.Pharmacy II Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=915,10-FEB-2024,,915,,,,,R07,Yes,Supplementary,II,I
B.Pharmacy IV Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=916,10-FEB-2024,,916,,,,,Unknown,Yes,Supplementary,IV,I
B.Pharmacy III Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=917,10-FEB-2024,,917,,,,,Unknown,Yes,Supplementary,III,I
B.Pharmacy II Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=918,10-FEB-2024,,918,,,,,Unknown,Yes,Supplementary,II,I
B.Pharmacy III Year II Semester (OR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=919,10-FEB-2024,,919,,,,,Unknown,Yes,Supplementary,III,II
M.B.A. IV Semester (R19) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=378&grad=pg&etype=null&result=grade17&type=intgrade,05-FEB-2024,mba,378,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.B.A. III Semester (R19) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=379&grad=pg&etype=null&result=grade17&type=intgrade,05-FEB-2024,mba,379,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.B.A. II Semester (R19) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=380&grad=pg&etype=null&result=grade17&type=intgrade,05-FEB-2024,mba,380,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.B.A. IV Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=381&grad=pg&etype=null&result=grade17&type=intgrade,05-FEB-2024,mba,381,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.B.A. III Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=382&grad=pg&etype=null&result=grade17&type=intgrade,05-FEB-2024,mba,382,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.B.A. II Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=383&grad=pg&etype=null&result=grade17&type=intgrade,05-FEB-2024,mba,383,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.B.A. I Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=384&grad=pg&etype=null&result=grade17&type=intgrade,05-FEB-2024,mba,384,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.B.A. IV Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=385&grad=pg&etype=null&result=grade&type=intgrade,05-FEB-2024,mba,385,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.B.A. III Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=386&grad=pg&etype=null&result=grade&type=intgrade,05-FEB-2024,mba,386,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.B.A. II Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=387&grad=pg&etype=null&result=grade&type=intgrade,05-FEB-2024,mba,387,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.B.A. I Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=388&grad=pg&etype=null&result=grade&type=intgrade,05-FEB-2024,mba,388,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.B.A. IV Semester (R13)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=389&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,389,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.B.A. III Semester (R13)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=390&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,390,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.B.A. II Semester (R13)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=391&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,391,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.B.A. I Semester (R13)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=392&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,392,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.B.A. IV Semester (R09)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=393&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,393,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
M.B.A. III Semester (R09)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=394&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,394,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
M.B.A. II Semester (R09)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=395&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,395,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
M.B.A. I Semester (R09)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=396&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,396,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
M.B.A. II Semester (NR)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=397&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,397,null,,nograde,pg,Unknown,Yes,Supplementary,Unknown,Unknown
M.B.A. I Semester (NR)  Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=398&grad=pg&etype=null&result=nograde,05-FEB-2024,mba,398,null,,nograde,pg,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) IV Year (NR) Supplementary(One time chance)  Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99166,05-FEB-2024,btech,99166,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) III Year (NR) Supplementary(One time chance)  Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99167,05-FEB-2024,btech,99167,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) II Year (NR) Supplementary(One time chance)  Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99168,05-FEB-2024,btech,99168,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) I Year (NR) Supplementary(One time chance)  Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99169,05-FEB-2024,btech,99169,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) IV Year (OR) Supplementary(One time chance)  Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99170,05-FEB-2024,btech,99170,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) III Year (OR) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99171,05-FEB-2024,btech,99171,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) II Year (OR) Supplementary(One time chance)  Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99172,05-FEB-2024,btech,99172,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
B.Tech.(CCC) I Year (OR) Supplementary(One time chance)  Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99173,05-FEB-2024,btech,99173,,,,,Unknown,Yes,Supplementary,Unknown,Unknown
M.C.A. III Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mca&examCode=491&grad=pg&etype=null&result=nograde,23-JAN-2024,mca,491,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.C.A. II Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mca&examCode=492&grad=pg&etype=null&result=nograde,23-JAN-2024,mca,492,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.C.A. I Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mca&examCode=493&grad=pg&etype=null&result=nograde,23-JAN-2024,mca,493,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.C.A. I Semester (R09) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mca&examCode=494&grad=pg&etype=null&result=nograde,23-JAN-2024,mca,494,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=396&grad=pg&etype=null&result=grade17&type=intgrade,23-JAN-2024,mtech,396,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=397&grad=pg&etype=null&result=grade17&type=intgrade,23-JAN-2024,mtech,397,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=398&grad=pg&etype=null&result=grade17&type=intgrade,23-JAN-2024,mtech,398,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Tech. IV Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=399&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mtech,399,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=400&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mtech,400,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=401&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mtech,401,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R15) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=402&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mtech,402,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Tech. III Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=403&grad=pg&etype=null&result=nograde,23-JAN-2024,mtech,403,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=404&grad=pg&etype=null&result=nograde,23-JAN-2024,mtech,404,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=405&grad=pg&etype=null&result=nograde,23-JAN-2024,mtech,405,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M.Tech. II Semester (R09) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=406&grad=pg&etype=null&result=nograde,23-JAN-2024,mtech,406,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
M.Tech. I Semester (R09) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=407&grad=pg&etype=null&result=nograde,23-JAN-2024,mtech,407,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
